shipment_id,origin_node_id,destination_node_id,volume_units,priority_level,baseline_cost_usd
S_002614,NODE_0091,NODE_0212,4,Medium,2999
S_002615,NODE_0210,NODE_0111,16,High,4654
S_002616,NODE_0036,NODE_0045,19,Low,4805
S_002617,NODE_0297,NODE_0299,2,Medium,4845
S_002618,NODE_0085,NODE_0024,4,Low,606
S_002619,NODE_0255,NODE_0039,14,Medium,3351
S_002620,NODE_0096,NODE_0087,4,Medium,2317
S_002621,NODE_0099,NODE_0215,30,Low,2483
S_002622,NODE_0039,NODE_0240,20,High,3198
S_002623,NODE_0137,NODE_0296,2,Low,3043
S_002624,NODE_0028,NODE_0124,16,High,1838
S_002625,NODE_0182,NODE_0151,12,High,3227
S_002626,NODE_0257,NODE_0115,11,High,3949
S_002627,NODE_0120,NODE_0280,25,Low,1754
S_002628,NODE_0246,NODE_0142,24,Low,1762
S_002629,NODE_0074,NODE_0164,25,Medium,1367
S_002630,NODE_0224,NODE_0139,3,High,2009
S_002631,NODE_0165,NODE_0285,29,Low,2581
S_002632,NODE_0252,NODE_0215,29,Low,1370
S_002633,NODE_0093,NODE_0096,13,Low,1495
S_002634,NODE_0277,NODE_0202,8,High,2639
S_002635,NODE_0183,NODE_0132,4,Low,2561
S_002636,NODE_0162,NODE_0119,4,Medium,3691
S_002637,NODE_0111,NODE_0026,20,Low,571
S_002638,NODE_0240,NODE_0204,17,High,3266
S_002639,NODE_0023,NODE_0219,23,High,3005
S_002640,NODE_0185,NODE_0296,18,Medium,1610
S_002641,NODE_0142,NODE_0016,18,High,1940
S_002642,NODE_0055,NODE_0235,16,High,2041
S_002643,NODE_0168,NODE_0047,14,Medium,4663
S_002644,NODE_0032,NODE_0034,29,Low,2267
S_002645,NODE_0240,NODE_0098,30,Medium,4209
S_002646,NODE_0014,NODE_0244,23,Low,1491
S_002647,NODE_0245,NODE_0115,23,Medium,591
S_002648,NODE_0092,NODE_0156,5,High,1906
S_002649,NODE_0087,NODE_0138,4,High,4802
S_002650,NODE_0117,NODE_0031,14,High,2512
S_002651,NODE_0094,NODE_0120,14,Medium,3027
S_002652,NODE_0007,NODE_0048,29,High,1318
S_002653,NODE_0158,NODE_0148,9,Low,2929
S_002654,NODE_0283,NODE_0138,5,High,752
S_002655,NODE_0080,NODE_0143,8,Medium,559
S_002656,NODE_0157,NODE_0224,14,Medium,1244
S_002657,NODE_0060,NODE_0263,14,High,1033
S_002658,NODE_0172,NODE_0213,9,Low,2834
S_002659,NODE_0052,NODE_0158,16,Medium,2076
S_002660,NODE_0276,NODE_0033,29,Low,4329
S_002661,NODE_0019,NODE_0163,10,High,1599
S_002662,NODE_0153,NODE_0166,3,High,957
S_002663,NODE_0260,NODE_0091,13,Low,1078
S_002664,NODE_0013,NODE_0102,11,Medium,3117
S_002665,NODE_0136,NODE_0092,24,High,1937
S_002666,NODE_0018,NODE_0089,8,Medium,3631
S_002667,NODE_0195,NODE_0221,19,High,3968
S_002668,NODE_0088,NODE_0085,19,Medium,2414
S_002669,NODE_0118,NODE_0275,13,Low,2548
S_002670,NODE_0047,NODE_0033,21,High,2071
S_002671,NODE_0008,NODE_0118,26,Medium,1538
S_002672,NODE_0143,NODE_0076,10,Low,3601
S_002673,NODE_0217,NODE_0090,17,High,2038
S_002674,NODE_0138,NODE_0209,7,Low,2956
S_002675,NODE_0264,NODE_0275,20,Low,2450
S_002676,NODE_0131,NODE_0106,16,Medium,1339
S_002677,NODE_0269,NODE_0195,14,High,2584
S_002678,NODE_0019,NODE_0259,14,Medium,2859
S_002679,NODE_0089,NODE_0145,8,High,1946
S_002680,NODE_0196,NODE_0068,18,Medium,3314
S_002681,NODE_0010,NODE_0230,9,Low,3285
S_002682,NODE_0011,NODE_0295,28,Medium,1836
S_002683,NODE_0286,NODE_0267,26,High,3557
S_002684,NODE_0139,NODE_0245,27,High,567
S_002685,NODE_0127,NODE_0291,14,High,3956
S_002686,NODE_0145,NODE_0167,7,Medium,1287
S_002687,NODE_0240,NODE_0207,11,Low,2618
S_002688,NODE_0234,NODE_0063,26,High,4784
S_002689,NODE_0103,NODE_0002,2,High,3287
S_002690,NODE_0140,NODE_0069,18,High,4230
S_002691,NODE_0108,NODE_0140,10,High,3792
S_002692,NODE_0193,NODE_0264,14,Medium,4186
S_002693,NODE_0275,NODE_0296,9,Medium,634
S_002694,NODE_0209,NODE_0054,15,High,682
S_002695,NODE_0221,NODE_0299,2,Low,2636
S_002696,NODE_0225,NODE_0042,3,Low,2260
S_002697,NODE_0268,NODE_0133,26,High,4170
S_002698,NODE_0052,NODE_0172,13,Medium,3436
S_002699,NODE_0214,NODE_0221,24,Medium,500
S_002700,NODE_0173,NODE_0039,18,High,4638
S_002701,NODE_0216,NODE_0010,22,Low,3648
S_002702,NODE_0251,NODE_0149,9,High,1980
S_002703,NODE_0104,NODE_0145,23,Low,3514
S_002704,NODE_0222,NODE_0294,17,Medium,652
S_002705,NODE_0142,NODE_0165,25,Low,3245
S_002706,NODE_0209,NODE_0295,26,Low,4468
S_002707,NODE_0175,NODE_0159,2,Low,2665
S_002708,NODE_0091,NODE_0287,14,Low,4363
S_002709,NODE_0274,NODE_0085,29,Medium,4151
S_002710,NODE_0063,NODE_0153,2,Low,3206
S_002711,NODE_0028,NODE_0123,18,Medium,4518
S_002712,NODE_0219,NODE_0088,25,Medium,2964
S_002713,NODE_0263,NODE_0036,21,Medium,2542
S_002714,NODE_0264,NODE_0147,19,Low,3835
S_002715,NODE_0286,NODE_0026,22,Medium,2104
S_002716,NODE_0165,NODE_0262,12,Low,655
S_002717,NODE_0043,NODE_0011,25,Low,1657
S_002718,NODE_0224,NODE_0281,19,Medium,3231
S_002719,NODE_0043,NODE_0106,1,Medium,4626
S_002720,NODE_0188,NODE_0075,30,High,4511
S_002721,NODE_0235,NODE_0179,17,Medium,4389
S_002722,NODE_0024,NODE_0110,13,Medium,3899
S_002723,NODE_0075,NODE_0026,7,High,3960
S_002724,NODE_0110,NODE_0129,10,High,2804
S_002725,NODE_0108,NODE_0132,13,High,3592
S_002726,NODE_0125,NODE_0119,4,High,1089
S_002727,NODE_0077,NODE_0100,8,Medium,4102
S_002728,NODE_0215,NODE_0045,16,High,891
S_002729,NODE_0229,NODE_0112,27,Low,4157
S_002730,NODE_0154,NODE_0143,28,Medium,4276
S_002731,NODE_0236,NODE_0219,6,High,3887
S_002732,NODE_0069,NODE_0198,8,Medium,4141
S_002733,NODE_0275,NODE_0160,23,Low,4673
S_002734,NODE_0283,NODE_0250,27,Medium,2670
S_002735,NODE_0253,NODE_0191,20,Medium,2849
S_002736,NODE_0122,NODE_0146,27,High,3238
S_002737,NODE_0070,NODE_0181,28,Low,4154
S_002738,NODE_0235,NODE_0129,29,Low,2466
S_002739,NODE_0243,NODE_0199,15,Medium,4393
S_002740,NODE_0144,NODE_0012,9,Low,684
S_002741,NODE_0245,NODE_0215,15,Medium,1159
S_002742,NODE_0157,NODE_0227,12,Low,2941
S_002743,NODE_0045,NODE_0038,11,Medium,2201
S_002744,NODE_0106,NODE_0030,20,High,976
S_002745,NODE_0016,NODE_0023,19,Medium,774
S_002746,NODE_0209,NODE_0190,13,Medium,4647
S_002747,NODE_0076,NODE_0123,24,Medium,2657
S_002748,NODE_0175,NODE_0125,17,Medium,3962
S_002749,NODE_0187,NODE_0125,11,Low,2140
S_002750,NODE_0066,NODE_0210,14,Low,610
S_002751,NODE_0018,NODE_0133,15,Low,1144
S_002752,NODE_0035,NODE_0030,24,Low,3020
S_002753,NODE_0299,NODE_0185,27,Medium,1137
S_002754,NODE_0040,NODE_0256,19,High,3769
S_002755,NODE_0160,NODE_0041,3,High,1333
S_002756,NODE_0162,NODE_0257,7,High,4168
S_002757,NODE_0141,NODE_0205,14,Low,3055
S_002758,NODE_0156,NODE_0240,15,Medium,1261
S_002759,NODE_0261,NODE_0209,17,Medium,500
S_002760,NODE_0143,NODE_0236,24,High,3871
S_002761,NODE_0204,NODE_0196,18,Low,629
S_002762,NODE_0190,NODE_0068,12,Medium,3310
S_002763,NODE_0191,NODE_0008,17,High,1055
S_002764,NODE_0141,NODE_0084,23,Low,2396
S_002765,NODE_0001,NODE_0092,19,High,2023
S_002766,NODE_0254,NODE_0216,30,Medium,642
S_002767,NODE_0161,NODE_0142,27,Medium,2482
S_002768,NODE_0273,NODE_0216,6,Low,1049
S_002769,NODE_0129,NODE_0028,12,Low,2271
S_002770,NODE_0045,NODE_0272,13,Medium,764
S_002771,NODE_0157,NODE_0248,10,Medium,2495
S_002772,NODE_0109,NODE_0282,19,Low,2575
S_002773,NODE_0232,NODE_0256,11,Low,2639
S_002774,NODE_0233,NODE_0153,28,Medium,1550
S_002775,NODE_0001,NODE_0096,11,High,2650
S_002776,NODE_0144,NODE_0052,1,High,1863
S_002777,NODE_0115,NODE_0258,16,High,2348
S_002778,NODE_0182,NODE_0042,18,High,3828
S_002779,NODE_0211,NODE_0158,30,Medium,4424
S_002780,NODE_0154,NODE_0048,7,Low,2167
S_002781,NODE_0187,NODE_0039,17,High,2039
S_002782,NODE_0004,NODE_0072,12,High,3562
S_002783,NODE_0100,NODE_0136,29,Medium,3107
S_002784,NODE_0273,NODE_0040,12,Low,4819
S_002785,NODE_0275,NODE_0186,21,Low,1474
S_002786,NODE_0250,NODE_0281,20,Medium,3315
S_002787,NODE_0029,NODE_0295,17,Medium,1122
S_002788,NODE_0087,NODE_0283,13,Medium,3457
S_002789,NODE_0265,NODE_0056,13,Medium,3327
S_002790,NODE_0091,NODE_0110,18,Low,1295
S_002791,NODE_0112,NODE_0159,18,High,1251
S_002792,NODE_0280,NODE_0021,24,Low,2106
S_002793,NODE_0272,NODE_0033,27,Medium,3655
S_002794,NODE_0096,NODE_0132,5,High,1917
S_002795,NODE_0159,NODE_0080,4,High,3530
S_002796,NODE_0294,NODE_0237,24,Low,926
S_002797,NODE_0052,NODE_0088,3,High,3075
S_002798,NODE_0079,NODE_0241,29,Low,2918
S_002799,NODE_0046,NODE_0044,10,High,3789
S_002800,NODE_0045,NODE_0100,8,Low,3222
S_002801,NODE_0182,NODE_0185,7,Low,1014
S_002802,NODE_0164,NODE_0114,2,Low,982
S_002803,NODE_0157,NODE_0151,1,Medium,4112
S_002804,NODE_0272,NODE_0045,22,High,1317
S_002805,NODE_0024,NODE_0208,12,High,4997
S_002806,NODE_0155,NODE_0160,11,Medium,3832
S_002807,NODE_0221,NODE_0121,24,Medium,3166
S_002808,NODE_0155,NODE_0061,26,High,2005
S_002809,NODE_0050,NODE_0072,14,High,2686
S_002810,NODE_0174,NODE_0078,2,Medium,3013
S_002811,NODE_0042,NODE_0052,1,Medium,1357
S_002812,NODE_0195,NODE_0194,23,High,1264
S_002813,NODE_0008,NODE_0030,29,High,4812
S_002814,NODE_0067,NODE_0081,22,Medium,1597
S_002815,NODE_0063,NODE_0207,18,Low,3919
S_002816,NODE_0257,NODE_0064,5,High,1185
S_002817,NODE_0255,NODE_0182,30,High,3794
S_002818,NODE_0087,NODE_0195,27,High,3624
S_002819,NODE_0074,NODE_0015,17,Low,2719
S_002820,NODE_0254,NODE_0293,26,High,1207
S_002821,NODE_0001,NODE_0005,12,High,2387
S_002822,NODE_0071,NODE_0180,16,Low,1586
S_002823,NODE_0282,NODE_0233,2,High,2148
S_002824,NODE_0080,NODE_0074,1,Low,4295
S_002825,NODE_0136,NODE_0286,11,High,4541
S_002826,NODE_0065,NODE_0130,26,Low,4293
S_002827,NODE_0062,NODE_0074,20,Medium,1223
S_002828,NODE_0151,NODE_0171,6,High,866
S_002829,NODE_0169,NODE_0262,29,High,688
S_002830,NODE_0075,NODE_0264,13,Low,3613
S_002831,NODE_0022,NODE_0147,18,Low,1921
S_002832,NODE_0093,NODE_0134,1,Medium,3437
S_002833,NODE_0153,NODE_0244,9,Medium,3769
S_002834,NODE_0174,NODE_0021,23,High,690
S_002835,NODE_0131,NODE_0042,21,High,4637
S_002836,NODE_0169,NODE_0223,13,High,2626
S_002837,NODE_0104,NODE_0018,4,Medium,3197
S_002838,NODE_0181,NODE_0220,26,Low,2306
S_002839,NODE_0263,NODE_0286,16,High,4666
S_002840,NODE_0261,NODE_0226,24,Medium,3347
S_002841,NODE_0217,NODE_0121,3,Low,3689
S_002842,NODE_0026,NODE_0213,21,Low,1630
S_002843,NODE_0011,NODE_0045,4,High,2085
S_002844,NODE_0284,NODE_0195,1,Medium,4448
S_002845,NODE_0141,NODE_0228,29,Low,626
S_002846,NODE_0109,NODE_0260,1,Low,3197
S_002847,NODE_0062,NODE_0131,28,High,3143
S_002848,NODE_0125,NODE_0286,6,High,2874
S_002849,NODE_0157,NODE_0037,19,High,1499
S_002850,NODE_0132,NODE_0235,26,High,891
S_002851,NODE_0185,NODE_0119,10,Medium,1549
S_002852,NODE_0287,NODE_0122,19,Medium,1261
S_002853,NODE_0209,NODE_0242,7,High,961
S_002854,NODE_0288,NODE_0169,24,Low,1532
S_002855,NODE_0201,NODE_0252,1,High,2595
S_002856,NODE_0261,NODE_0264,13,High,4831
S_002857,NODE_0211,NODE_0169,13,High,1722
S_002858,NODE_0085,NODE_0188,25,High,4881
S_002859,NODE_0095,NODE_0081,17,Low,4895
S_002860,NODE_0000,NODE_0056,17,Low,1763
S_002861,NODE_0125,NODE_0191,7,Low,4078
S_002862,NODE_0261,NODE_0263,11,Medium,4884
S_002863,NODE_0152,NODE_0216,16,Medium,4556
S_002864,NODE_0257,NODE_0009,20,Medium,2781
S_002865,NODE_0165,NODE_0282,8,Medium,2702
S_002866,NODE_0143,NODE_0294,11,High,4390
S_002867,NODE_0171,NODE_0075,3,Low,3427
S_002868,NODE_0102,NODE_0041,16,Medium,3323
S_002869,NODE_0168,NODE_0081,30,High,4502
S_002870,NODE_0140,NODE_0275,23,Medium,2764
S_002871,NODE_0044,NODE_0032,23,High,2884
S_002872,NODE_0269,NODE_0197,22,Low,4010
S_002873,NODE_0227,NODE_0165,25,Low,1465
S_002874,NODE_0252,NODE_0217,9,Medium,2335
S_002875,NODE_0137,NODE_0208,12,Medium,1089
S_002876,NODE_0183,NODE_0223,10,Low,3803
S_002877,NODE_0225,NODE_0271,20,Medium,2446
S_002878,NODE_0004,NODE_0025,19,Low,3375
S_002879,NODE_0258,NODE_0094,2,Low,3744
S_002880,NODE_0098,NODE_0019,3,High,3181
S_002881,NODE_0294,NODE_0243,21,High,1771
S_002882,NODE_0088,NODE_0143,5,Low,4795
S_002883,NODE_0143,NODE_0277,26,High,2261
S_002884,NODE_0156,NODE_0085,16,Medium,3860
S_002885,NODE_0283,NODE_0024,19,High,4759
S_002886,NODE_0130,NODE_0223,21,High,903
S_002887,NODE_0042,NODE_0259,2,Medium,566
S_002888,NODE_0104,NODE_0100,30,Medium,541
S_002889,NODE_0036,NODE_0170,28,Low,4093
S_002890,NODE_0123,NODE_0191,26,High,3769
S_002891,NODE_0204,NODE_0248,4,Medium,3173
S_002892,NODE_0133,NODE_0139,14,Low,3326
S_002893,NODE_0125,NODE_0299,5,Medium,835
S_002894,NODE_0223,NODE_0248,28,Medium,3800
S_002895,NODE_0070,NODE_0253,5,Low,3225
S_002896,NODE_0105,NODE_0202,30,High,2948
S_002897,NODE_0293,NODE_0032,4,High,1754
S_002898,NODE_0271,NODE_0178,14,Medium,1757
S_002899,NODE_0256,NODE_0186,24,Low,1898
S_002900,NODE_0043,NODE_0182,11,High,2281
S_002901,NODE_0285,NODE_0125,28,Low,4572
S_002902,NODE_0232,NODE_0174,28,Medium,4997
S_002903,NODE_0071,NODE_0045,30,Low,3664
S_002904,NODE_0093,NODE_0213,9,Low,3537
S_002905,NODE_0203,NODE_0244,21,High,2687
S_002906,NODE_0147,NODE_0202,1,Medium,683
S_002907,NODE_0246,NODE_0175,3,High,1319
S_002908,NODE_0258,NODE_0033,15,Medium,3569
S_002909,NODE_0189,NODE_0035,5,High,2771
S_002910,NODE_0153,NODE_0049,26,Medium,1853
S_002911,NODE_0173,NODE_0105,22,Low,4018
S_002912,NODE_0141,NODE_0277,6,High,2503
S_002913,NODE_0264,NODE_0172,22,High,4398
S_002914,NODE_0139,NODE_0225,15,Medium,3371
S_002915,NODE_0194,NODE_0163,19,Low,4443
S_002916,NODE_0009,NODE_0185,11,Medium,2657
S_002917,NODE_0107,NODE_0156,8,Medium,4899
S_002918,NODE_0241,NODE_0252,4,Medium,3863
S_002919,NODE_0288,NODE_0089,5,High,521
S_002920,NODE_0298,NODE_0136,25,High,940
S_002921,NODE_0249,NODE_0207,23,Low,2944
S_002922,NODE_0057,NODE_0177,7,Medium,4299
S_002923,NODE_0238,NODE_0063,2,High,891
S_002924,NODE_0056,NODE_0063,11,High,2566
S_002925,NODE_0236,NODE_0232,28,Low,2857
S_002926,NODE_0134,NODE_0123,22,Low,2649
S_002927,NODE_0274,NODE_0247,5,Low,3386
S_002928,NODE_0187,NODE_0239,17,Medium,3787
S_002929,NODE_0130,NODE_0053,8,Medium,2714
S_002930,NODE_0249,NODE_0158,4,Medium,4874
S_002931,NODE_0168,NODE_0191,15,Low,3072
S_002932,NODE_0077,NODE_0121,28,Low,4894
S_002933,NODE_0187,NODE_0190,12,High,644
S_002934,NODE_0298,NODE_0176,16,High,2969
S_002935,NODE_0249,NODE_0185,30,High,1300
S_002936,NODE_0209,NODE_0206,2,Low,4849
S_002937,NODE_0134,NODE_0060,25,Low,3863
S_002938,NODE_0085,NODE_0122,7,High,2973
S_002939,NODE_0227,NODE_0000,10,Low,4309
S_002940,NODE_0052,NODE_0128,13,High,4142
S_002941,NODE_0049,NODE_0130,24,Medium,4507
S_002942,NODE_0125,NODE_0148,4,High,3361
S_002943,NODE_0163,NODE_0292,11,Low,4745
S_002944,NODE_0110,NODE_0255,10,Medium,3796
S_002945,NODE_0018,NODE_0062,15,Low,2064
S_002946,NODE_0198,NODE_0051,1,Low,4269
S_002947,NODE_0178,NODE_0015,22,Low,1359
S_002948,NODE_0224,NODE_0018,13,Medium,2709
S_002949,NODE_0294,NODE_0017,16,High,4042
S_002950,NODE_0091,NODE_0270,11,Medium,1301
S_002951,NODE_0203,NODE_0079,4,High,3491
S_002952,NODE_0296,NODE_0121,22,High,3975
S_002953,NODE_0227,NODE_0205,22,Low,3391
S_002954,NODE_0101,NODE_0219,16,Low,3514
S_002955,NODE_0182,NODE_0269,20,Medium,872
S_002956,NODE_0250,NODE_0029,15,Low,1588
S_002957,NODE_0273,NODE_0275,7,Medium,1199
S_002958,NODE_0109,NODE_0118,26,Medium,1372
S_002959,NODE_0099,NODE_0003,3,Medium,2052
S_002960,NODE_0024,NODE_0239,30,Medium,1851
S_002961,NODE_0252,NODE_0158,20,Low,4040
S_002962,NODE_0207,NODE_0115,11,Medium,3891
S_002963,NODE_0226,NODE_0032,23,Medium,4761
S_002964,NODE_0011,NODE_0100,23,High,590
S_002965,NODE_0026,NODE_0233,22,High,2370
S_002966,NODE_0186,NODE_0223,27,Medium,1756
S_002967,NODE_0199,NODE_0012,17,Low,3307
S_002968,NODE_0092,NODE_0212,8,High,4357
S_002969,NODE_0135,NODE_0034,5,High,4785
S_002970,NODE_0199,NODE_0219,19,Low,1224
S_002971,NODE_0064,NODE_0065,7,Low,1118
S_002972,NODE_0135,NODE_0085,11,Low,3593
S_002973,NODE_0042,NODE_0055,19,Medium,4977
S_002974,NODE_0290,NODE_0075,27,Medium,3007
S_002975,NODE_0201,NODE_0163,15,Medium,2735
S_002976,NODE_0193,NODE_0190,23,Low,1981
S_002977,NODE_0191,NODE_0162,9,Medium,1125
S_002978,NODE_0056,NODE_0266,4,High,4860
S_002979,NODE_0175,NODE_0043,7,Medium,4187
S_002980,NODE_0096,NODE_0261,1,High,3269
S_002981,NODE_0073,NODE_0029,7,High,4922
S_002982,NODE_0051,NODE_0110,15,High,4013
S_002983,NODE_0262,NODE_0154,25,Low,4899
S_002984,NODE_0143,NODE_0254,3,Medium,3629
S_002985,NODE_0068,NODE_0084,1,Low,2638
S_002986,NODE_0267,NODE_0124,7,Low,3151
S_002987,NODE_0136,NODE_0030,29,Low,1411
S_002988,NODE_0094,NODE_0226,6,High,2196
S_002989,NODE_0199,NODE_0005,7,Low,4662
S_002990,NODE_0246,NODE_0202,30,Medium,4339
S_002991,NODE_0247,NODE_0023,24,High,586
S_002992,NODE_0215,NODE_0247,14,Low,4952
S_002993,NODE_0121,NODE_0238,13,Low,3557
S_002994,NODE_0001,NODE_0247,14,High,4454
S_002995,NODE_0033,NODE_0213,6,Low,4587
S_002996,NODE_0075,NODE_0021,10,High,4788
S_002997,NODE_0264,NODE_0202,18,Low,2955
S_002998,NODE_0052,NODE_0256,13,High,2321
S_002999,NODE_0022,NODE_0115,29,High,1825
S_003000,NODE_0198,NODE_0152,21,Medium,3781
S_003001,NODE_0131,NODE_0219,15,Medium,1394
S_003002,NODE_0042,NODE_0205,2,Medium,2389
S_003003,NODE_0010,NODE_0198,26,Medium,771
S_003004,NODE_0289,NODE_0249,21,Low,2379
S_003005,NODE_0152,NODE_0066,11,High,1437
S_003006,NODE_0230,NODE_0027,4,High,1066
S_003007,NODE_0191,NODE_0286,19,Low,2038
S_003008,NODE_0203,NODE_0278,5,High,3705
S_003009,NODE_0237,NODE_0005,15,Medium,1934
S_003010,NODE_0060,NODE_0170,30,Low,1048
S_003011,NODE_0127,NODE_0203,24,Low,3292
S_003012,NODE_0087,NODE_0205,26,Low,1651
S_003013,NODE_0089,NODE_0057,14,High,705
S_003014,NODE_0281,NODE_0261,15,Medium,2763
S_003015,NODE_0263,NODE_0005,5,High,2399
S_003016,NODE_0101,NODE_0188,18,Low,4624
S_003017,NODE_0152,NODE_0098,22,High,1177
S_003018,NODE_0002,NODE_0209,12,Medium,2460
S_003019,NODE_0167,NODE_0043,16,Medium,3269
S_003020,NODE_0129,NODE_0193,19,Low,3327
S_003021,NODE_0062,NODE_0013,29,Low,1167
S_003022,NODE_0155,NODE_0024,30,Low,1733
S_003023,NODE_0278,NODE_0125,7,Low,3206
S_003024,NODE_0188,NODE_0262,21,High,4450
S_003025,NODE_0289,NODE_0296,1,Low,3276
S_003026,NODE_0232,NODE_0051,16,Medium,1167
S_003027,NODE_0248,NODE_0013,7,Low,3329
S_003028,NODE_0210,NODE_0256,15,Low,2985
S_003029,NODE_0037,NODE_0066,9,High,3629
S_003030,NODE_0002,NODE_0168,3,Medium,2575
S_003031,NODE_0276,NODE_0118,25,High,3127
S_003032,NODE_0106,NODE_0122,15,Medium,2620
S_003033,NODE_0059,NODE_0285,15,Medium,4247
S_003034,NODE_0237,NODE_0223,28,Low,576
S_003035,NODE_0198,NODE_0143,8,Medium,3159
S_003036,NODE_0232,NODE_0119,27,Low,4370
S_003037,NODE_0121,NODE_0022,8,Low,1950
S_003038,NODE_0135,NODE_0297,26,Medium,4196
S_003039,NODE_0170,NODE_0255,29,Medium,3287
S_003040,NODE_0059,NODE_0000,10,High,2801
S_003041,NODE_0273,NODE_0022,19,Medium,4094
S_003042,NODE_0111,NODE_0059,18,Low,3321
S_003043,NODE_0198,NODE_0010,28,Medium,2871
S_003044,NODE_0083,NODE_0247,2,Medium,3448
S_003045,NODE_0296,NODE_0153,26,Medium,3887
S_003046,NODE_0060,NODE_0053,4,Low,4465
S_003047,NODE_0294,NODE_0242,13,Medium,4182
S_003048,NODE_0185,NODE_0148,22,High,3376
S_003049,NODE_0214,NODE_0174,15,Low,4692
S_003050,NODE_0289,NODE_0233,5,Low,3673
S_003051,NODE_0295,NODE_0107,10,High,3267
S_003052,NODE_0137,NODE_0012,25,Low,585
S_003053,NODE_0259,NODE_0132,22,Medium,4828
S_003054,NODE_0178,NODE_0213,1,Medium,3604
S_003055,NODE_0093,NODE_0208,3,Low,4754
S_003056,NODE_0067,NODE_0209,26,High,4402
S_003057,NODE_0017,NODE_0226,29,Medium,4237
S_003058,NODE_0224,NODE_0191,15,Low,2180
S_003059,NODE_0291,NODE_0289,29,Medium,1682
S_003060,NODE_0192,NODE_0114,16,Medium,2005
S_003061,NODE_0227,NODE_0035,22,Low,951
S_003062,NODE_0224,NODE_0122,12,Low,1565
S_003063,NODE_0283,NODE_0214,6,Low,766
S_003064,NODE_0208,NODE_0276,29,High,1875
S_003065,NODE_0147,NODE_0103,6,Low,2077
S_003066,NODE_0123,NODE_0026,26,Low,2266
S_003067,NODE_0117,NODE_0129,9,Medium,684
S_003068,NODE_0205,NODE_0014,27,Medium,2618
S_003069,NODE_0116,NODE_0001,13,High,3316
S_003070,NODE_0066,NODE_0097,11,Medium,4904
S_003071,NODE_0200,NODE_0165,25,Low,3002
S_003072,NODE_0046,NODE_0069,17,Medium,2486
S_003073,NODE_0246,NODE_0024,2,Medium,2670
S_003074,NODE_0129,NODE_0271,29,High,3255
S_003075,NODE_0147,NODE_0272,16,Medium,2510
S_003076,NODE_0054,NODE_0059,19,High,4762
S_003077,NODE_0005,NODE_0131,6,Medium,3367
S_003078,NODE_0159,NODE_0073,17,Low,3154
S_003079,NODE_0126,NODE_0227,14,Medium,1581
S_003080,NODE_0186,NODE_0170,26,Low,4429
S_003081,NODE_0285,NODE_0217,18,High,4158
S_003082,NODE_0278,NODE_0203,1,High,1978
S_003083,NODE_0021,NODE_0117,24,High,1565
S_003084,NODE_0086,NODE_0062,8,Low,4436
S_003085,NODE_0017,NODE_0047,20,High,3170
S_003086,NODE_0286,NODE_0205,14,Low,1579
S_003087,NODE_0276,NODE_0241,19,High,4465
S_003088,NODE_0081,NODE_0265,16,Low,1124
S_003089,NODE_0128,NODE_0080,26,Medium,3467
S_003090,NODE_0209,NODE_0088,19,Low,4382
S_003091,NODE_0295,NODE_0200,10,Medium,1440
S_003092,NODE_0218,NODE_0004,8,Low,1997
S_003093,NODE_0277,NODE_0285,17,Low,4358
S_003094,NODE_0002,NODE_0009,11,Low,838
S_003095,NODE_0091,NODE_0269,16,Medium,3272
S_003096,NODE_0040,NODE_0076,1,Low,1804
S_003097,NODE_0001,NODE_0042,24,Medium,3456
S_003098,NODE_0152,NODE_0187,9,Low,3763
S_003099,NODE_0141,NODE_0271,16,High,1626
S_003100,NODE_0034,NODE_0028,28,Medium,3824
S_003101,NODE_0212,NODE_0067,28,Medium,3117
S_003102,NODE_0009,NODE_0050,12,Low,3823
S_003103,NODE_0292,NODE_0229,9,Medium,1899
S_003104,NODE_0026,NODE_0117,28,High,3762
S_003105,NODE_0028,NODE_0246,18,Medium,2894
S_003106,NODE_0277,NODE_0096,7,Low,3551
S_003107,NODE_0259,NODE_0252,5,Low,2270
S_003108,NODE_0203,NODE_0273,23,High,585
S_003109,NODE_0218,NODE_0025,26,Low,2626
S_003110,NODE_0171,NODE_0228,20,Low,2376
S_003111,NODE_0068,NODE_0205,16,Low,2694
S_003112,NODE_0272,NODE_0175,17,High,1316
S_003113,NODE_0235,NODE_0003,4,Medium,862
S_003114,NODE_0054,NODE_0289,14,Medium,4459
S_003115,NODE_0067,NODE_0014,20,Low,3370
S_003116,NODE_0037,NODE_0292,5,Low,1476
S_003117,NODE_0287,NODE_0079,18,High,3390
S_003118,NODE_0064,NODE_0121,8,High,1723
S_003119,NODE_0289,NODE_0230,27,Low,2700
S_003120,NODE_0294,NODE_0101,25,Medium,3289
S_003121,NODE_0258,NODE_0082,19,Low,3315
S_003122,NODE_0274,NODE_0190,30,Medium,1523
S_003123,NODE_0039,NODE_0219,27,Low,4134
S_003124,NODE_0042,NODE_0144,20,Low,658
S_003125,NODE_0238,NODE_0171,27,Medium,2979
S_003126,NODE_0056,NODE_0158,30,Low,2949
S_003127,NODE_0287,NODE_0239,27,Low,3875
S_003128,NODE_0081,NODE_0197,5,Medium,1153
S_003129,NODE_0264,NODE_0279,8,High,1074
S_003130,NODE_0091,NODE_0153,21,High,4348
S_003131,NODE_0230,NODE_0120,25,High,4057
